Country,Year,Indicator_Type,Mortality_Rate
United Republic of Tanzania,2011.5,Neonatal mortality rate,24.39404753
United Republic of Tanzania,2012.5,Neonatal mortality rate,24.04852621
United Republic of Tanzania,2013.5,Neonatal mortality rate,23.83081804
United Republic of Tanzania,2014.5,Neonatal mortality rate,23.66787684
United Republic of Tanzania,2015.5,Neonatal mortality rate,23.54504597
United Republic of Tanzania,2016.5,Neonatal mortality rate,23.42050654
United Republic of Tanzania,2017.5,Neonatal mortality rate,23.29863429
United Republic of Tanzania,2018.5,Neonatal mortality rate,23.05955881
United Republic of Tanzania,2019.5,Neonatal mortality rate,22.66945097
United Republic of Tanzania,2020.5,Neonatal mortality rate,22.20900612
United Republic of Tanzania,2021.5,Neonatal mortality rate,21.64454552
United Republic of Tanzania,2022.5,Neonatal mortality rate,21.09529866
United Republic of Tanzania,2001.5,Under-five mortality rate,112.5184043
United Republic of Tanzania,2001.4,Under-five mortality rate,112.6433
United Republic of Tanzania,2003.9,Under-five mortality rate,102.7379
United Republic of Tanzania,2006.1,Under-five mortality rate,94.48392
United Republic of Tanzania,2008.2,Under-five mortality rate,83.37276
United Republic of Tanzania,2009.9,Under-five mortality rate,73.75447
United Republic of Tanzania,2004.5,Under-five mortality rate,81.22938932
United Republic of Tanzania,2009.5,Under-five mortality rate,58.0398811
United Republic of Tanzania,2014.5,Under-five mortality rate,41.93586712
United Republic of Tanzania,2019.5,Under-five mortality rate,34.34611812
United Republic of Tanzania,2002,Under-five mortality rate,107.9257515
United Republic of Tanzania,2004.4,Under-five mortality rate,103.0914749
United Republic of Tanzania,2006.5,Under-five mortality rate,81.6986002
United Republic of Tanzania,2008.4,Under-five mortality rate,105.7180508
United Republic of Tanzania,2010,Under-five mortality rate,109.7813995
United Republic of Tanzania,2000.1,Under-five mortality rate,143
United Republic of Tanzania,2002.5,Under-five mortality rate,106.8512
United Republic of Tanzania,2007.5,Under-five mortality rate,87.80706
United Republic of Tanzania,2012.5,Under-five mortality rate,68.94833
United Republic of Tanzania,2003.3,Under-five mortality rate,102.1106
United Republic of Tanzania,2006.2,Under-five mortality rate,110.8255
United Republic of Tanzania,2008.8,Under-five mortality rate,95.15704
United Republic of Tanzania,2011.2,Under-five mortality rate,96.4561
United Republic of Tanzania,2013.4,Under-five mortality rate,60.9974
United Republic of Tanzania,2001.5,Under-five mortality rate,116.7566
United Republic of Tanzania,2006.5,Under-five mortality rate,75.56564
United Republic of Tanzania,2000.5,Under-five mortality rate,122.2462315
United Republic of Tanzania,2001.5,Under-five mortality rate,114.6522702
United Republic of Tanzania,2002.5,Under-five mortality rate,106.7409333
United Republic of Tanzania,2003.5,Under-five mortality rate,99.41122678
United Republic of Tanzania,2004.5,Under-five mortality rate,92.70077224
United Republic of Tanzania,2005.5,Under-five mortality rate,86.67448172
United Republic of Tanzania,2006.5,Under-five mortality rate,81.34587568
United Republic of Tanzania,2007.5,Under-five mortality rate,76.13104643
United Republic of Tanzania,2008.5,Under-five mortality rate,71.65904701
United Republic of Tanzania,2009.5,Under-five mortality rate,67.19262577
United Republic of Tanzania,2010.5,Under-five mortality rate,63.43885429
United Republic of Tanzania,2011.5,Under-five mortality rate,59.87497938
United Republic of Tanzania,2012.5,Under-five mortality rate,57.09513733
United Republic of Tanzania,2013.5,Under-five mortality rate,54.47673843
United Republic of Tanzania,2014.5,Under-five mortality rate,51.7426439
United Republic of Tanzania,2015.5,Under-five mortality rate,49.83902784
United Republic of Tanzania,2016.5,Under-five mortality rate,47.71665332
United Republic of Tanzania,2017.5,Under-five mortality rate,45.6150163
United Republic of Tanzania,2018.5,Under-five mortality rate,43.485934
United Republic of Tanzania,2019.5,Under-five mortality rate,41.65680947
United Republic of Tanzania,2020.5,Under-five mortality rate,39.90535941
United Republic of Tanzania,2021.5,Under-five mortality rate,37.98637667
United Republic of Tanzania,2022.5,Under-five mortality rate,36.48714556
United Republic of Tanzania,2001.5,Under-five mortality rate,119.1765964
United Republic of Tanzania,2001.4,Under-five mortality rate,126.4041
United Republic of Tanzania,2003.9,Under-five mortality rate,117.6408
United Republic of Tanzania,2006.1,Under-five mortality rate,107.2776
United Republic of Tanzania,2008.2,Under-five mortality rate,95.65727
United Republic of Tanzania,2009.9,Under-five mortality rate,89.25944
United Republic of Tanzania,2004.5,Under-five mortality rate,89.56416944
United Republic of Tanzania,2009.5,Under-five mortality rate,63.30885131
United Republic of Tanzania,2014.5,Under-five mortality rate,62.03098764
United Republic of Tanzania,2019.5,Under-five mortality rate,49.48957378
United Republic of Tanzania,2002,Under-five mortality rate,132.936532
United Republic of Tanzania,2004.4,Under-five mortality rate,116.1949207
United Republic of Tanzania,2006.5,Under-five mortality rate,103.4539294
United Republic of Tanzania,2008.4,Under-five mortality rate,107.7516788
United Republic of Tanzania,2010,Under-five mortality rate,105.0782534
United Republic of Tanzania,2000.1,Under-five mortality rate,170
United Republic of Tanzania,2002.5,Under-five mortality rate,121.5944
United Republic of Tanzania,2007.5,Under-five mortality rate,93.51969
United Republic of Tanzania,2012.5,Under-five mortality rate,70.74952
United Republic of Tanzania,2003.3,Under-five mortality rate,125.4596
United Republic of Tanzania,2006.2,Under-five mortality rate,123.4841
United Republic of Tanzania,2008.8,Under-five mortality rate,110.5746
United Republic of Tanzania,2011.2,Under-five mortality rate,94.00811
United Republic of Tanzania,2013.4,Under-five mortality rate,78.14794
United Republic of Tanzania,2001.5,Under-five mortality rate,116.0918
United Republic of Tanzania,2006.5,Under-five mortality rate,86.90329
United Republic of Tanzania,2000.5,Under-five mortality rate,134.3575909
United Republic of Tanzania,2001.5,Under-five mortality rate,126.295892
United Republic of Tanzania,2002.5,Under-five mortality rate,118.482236
United Republic of Tanzania,2003.5,Under-five mortality rate,110.8960174
United Republic of Tanzania,2004.5,Under-five mortality rate,104.1382166
United Republic of Tanzania,2005.5,Under-five mortality rate,97.79839622
United Republic of Tanzania,2006.5,Under-five mortality rate,92.23959265
United Republic of Tanzania,2007.5,Under-five mortality rate,86.73996519
United Republic of Tanzania,2008.5,Under-five mortality rate,82.1379532
United Republic of Tanzania,2009.5,Under-five mortality rate,77.48223539
United Republic of Tanzania,2010.5,Under-five mortality rate,73.52047237
United Republic of Tanzania,2011.5,Under-five mortality rate,69.81507829
United Republic of Tanzania,2012.5,Under-five mortality rate,66.87325301
United Republic of Tanzania,2013.5,Under-five mortality rate,64.20922936
United Republic of Tanzania,2014.5,Under-five mortality rate,61.44804541
United Republic of Tanzania,2015.5,Under-five mortality rate,59.40859208
United Republic of Tanzania,2016.5,Under-five mortality rate,56.93816769
United Republic of Tanzania,2017.5,Under-five mortality rate,54.67978801
United Republic of Tanzania,2018.5,Under-five mortality rate,52.29691141
United Republic of Tanzania,2019.5,Under-five mortality rate,50.11033537
United Republic of Tanzania,2020.5,Under-five mortality rate,48.18712812
United Republic of Tanzania,2021.5,Under-five mortality rate,46.02304147
United Republic of Tanzania,2022.5,Under-five mortality rate,44.21595471
United Republic of Tanzania,2004.5,Under-five mortality rate,107.266467
United Republic of Tanzania,2001.5,Under-five mortality rate,119.640175
United Republic of Tanzania,2019.5,Under-five mortality rate,34.11387084
United Republic of Tanzania,2012.5,Under-five mortality rate,66.920104
United Republic of Tanzania,2013.5,Under-five mortality rate,67.570612
United Republic of Tanzania,2006.5,Under-five mortality rate,88.373971
United Republic of Tanzania,2000.5,Under-five mortality rate,127.930555
United Republic of Tanzania,2001.5,Under-five mortality rate,121.6192993
United Republic of Tanzania,2002.5,Under-five mortality rate,114.8469695
United Republic of Tanzania,2003.5,Under-five mortality rate,108.2261368
United Republic of Tanzania,2004.5,Under-five mortality rate,101.9060442
United Republic of Tanzania,2005.5,Under-five mortality rate,95.64763186
United Republic of Tanzania,2006.5,Under-five mortality rate,89.94557736
United Republic of Tanzania,2007.5,Under-five mortality rate,84.16924897
United Republic of Tanzania,2008.5,Under-five mortality rate,79.26239995
United Republic of Tanzania,2009.5,Under-five mortality rate,74.39702613
United Republic of Tanzania,2010.5,Under-five mortality rate,70.32386844
United Republic of Tanzania,2011.5,Under-five mortality rate,66.59799803
United Republic of Tanzania,2012.5,Under-five mortality rate,63.58767224
United Republic of Tanzania,2013.5,Under-five mortality rate,60.86918254
United Republic of Tanzania,2014.5,Under-five mortality rate,58.18816076
United Republic of Tanzania,2015.5,Under-five mortality rate,56.3242652
United Republic of Tanzania,2016.5,Under-five mortality rate,54.10034849
United Republic of Tanzania,2017.5,Under-five mortality rate,51.96723352
United Republic of Tanzania,2018.5,Under-five mortality rate,49.74413942
United Republic of Tanzania,2019.5,Under-five mortality rate,47.76863409
United Republic of Tanzania,2020.5,Under-five mortality rate,46.15504685
United Republic of Tanzania,2021.5,Under-five mortality rate,44.37481949
United Republic of Tanzania,2022.5,Under-five mortality rate,42.9053209
United Republic of Tanzania,2004.5,Under-five mortality rate,88.411261
United Republic of Tanzania,2001.5,Under-five mortality rate,132.093693
United Republic of Tanzania,2019.5,Under-five mortality rate,40.17590831
United Republic of Tanzania,2012.5,Under-five mortality rate,69.903185
United Republic of Tanzania,2013.5,Under-five mortality rate,74.926363
United Republic of Tanzania,2006.5,Under-five mortality rate,82.114737
United Republic of Tanzania,2000.5,Under-five mortality rate,143.759448
United Republic of Tanzania,2001.5,Under-five mortality rate,134.0795822
United Republic of Tanzania,2002.5,Under-five mortality rate,124.2671846
United Republic of Tanzania,2003.5,Under-five mortality rate,114.9100617
United Republic of Tanzania,2004.5,Under-five mortality rate,106.3918325
United Republic of Tanzania,2005.5,Under-five mortality rate,99.58617016
United Republic of Tanzania,2006.5,Under-five mortality rate,93.50694923
United Republic of Tanzania,2007.5,Under-five mortality rate,87.70627837
United Republic of Tanzania,2008.5,Under-five mortality rate,82.72589356
United Republic of Tanzania,2009.5,Under-five mortality rate,77.71028594
United Republic of Tanzania,2010.5,Under-five mortality rate,73.47654928
United Republic of Tanzania,2011.5,Under-five mortality rate,69.54511786
United Republic of Tanzania,2012.5,Under-five mortality rate,66.42401491
United Republic of Tanzania,2013.5,Under-five mortality rate,63.64176862
United Republic of Tanzania,2014.5,Under-five mortality rate,60.75127374
United Republic of Tanzania,2015.5,Under-five mortality rate,58.75971938
United Republic of Tanzania,2016.5,Under-five mortality rate,56.28076297
United Republic of Tanzania,2017.5,Under-five mortality rate,53.92741052
United Republic of Tanzania,2018.5,Under-five mortality rate,51.50574048
United Republic of Tanzania,2019.5,Under-five mortality rate,49.34005732
United Republic of Tanzania,2020.5,Under-five mortality rate,47.5117469
United Republic of Tanzania,2021.5,Under-five mortality rate,45.45684196
United Republic of Tanzania,2022.5,Under-five mortality rate,43.70373138
United Republic of Tanzania,2004.5,Under-five mortality rate,99.55213
United Republic of Tanzania,2001.5,Under-five mortality rate,142.257829
United Republic of Tanzania,2019.5,Under-five mortality rate,45.42562264
United Republic of Tanzania,2012.5,Under-five mortality rate,66.602189
United Republic of Tanzania,2013.5,Under-five mortality rate,57.609805
United Republic of Tanzania,2006.5,Under-five mortality rate,83.081288
United Republic of Tanzania,2000.5,Under-five mortality rate,136.8162421
United Republic of Tanzania,2001.5,Under-five mortality rate,128.6604814
United Republic of Tanzania,2002.5,Under-five mortality rate,120.1048104
United Republic of Tanzania,2003.5,Under-five mortality rate,111.9309082
United Republic of Tanzania,2004.5,Under-five mortality rate,104.4712645
United Republic of Tanzania,2005.5,Under-five mortality rate,97.64755372
United Republic of Tanzania,2006.5,Under-five mortality rate,91.59392868
United Republic of Tanzania,2007.5,Under-five mortality rate,85.62452703
United Republic of Tanzania,2008.5,Under-five mortality rate,80.61493142
United Republic of Tanzania,2009.5,Under-five mortality rate,75.53086054
United Republic of Tanzania,2010.5,Under-five mortality rate,71.34259947
United Republic of Tanzania,2011.5,Under-five mortality rate,67.35509451
United Republic of Tanzania,2012.5,Under-five mortality rate,64.22227616
United Republic of Tanzania,2013.5,Under-five mortality rate,61.31386408
United Republic of Tanzania,2014.5,Under-five mortality rate,58.37729964
United Republic of Tanzania,2015.5,Under-five mortality rate,56.30628043
United Republic of Tanzania,2016.5,Under-five mortality rate,53.79448281
United Republic of Tanzania,2017.5,Under-five mortality rate,51.42862169
United Republic of Tanzania,2018.5,Under-five mortality rate,49.07779462
United Republic of Tanzania,2019.5,Under-five mortality rate,46.96115148
United Republic of Tanzania,2020.5,Under-five mortality rate,45.01369218
United Republic of Tanzania,2021.5,Under-five mortality rate,42.88576778
United Republic of Tanzania,2022.5,Under-five mortality rate,41.07773961
United Republic of Tanzania,2004.5,Under-five mortality rate,101.164905
United Republic of Tanzania,2001.5,Under-five mortality rate,103.608174
United Republic of Tanzania,2019.5,Under-five mortality rate,41.59653509
United Republic of Tanzania,2012.5,Under-five mortality rate,76.344212
United Republic of Tanzania,2013.5,Under-five mortality rate,54.069247
United Republic of Tanzania,2006.5,Under-five mortality rate,73.700969
United Republic of Tanzania,2000.5,Under-five mortality rate,125.3760763
United Republic of Tanzania,2001.5,Under-five mortality rate,116.6673825
United Republic of Tanzania,2002.5,Under-five mortality rate,108.1702627
United Republic of Tanzania,2003.5,Under-five mortality rate,100.2274843
United Republic of Tanzania,2004.5,Under-five mortality rate,93.59219411
United Republic of Tanzania,2005.5,Under-five mortality rate,87.33135717
United Republic of Tanzania,2006.5,Under-five mortality rate,82.07278473
United Republic of Tanzania,2007.5,Under-five mortality rate,77.15503977
United Republic of Tanzania,2008.5,Under-five mortality rate,73.07487686
United Republic of Tanzania,2009.5,Under-five mortality rate,68.83773553
United Republic of Tanzania,2010.5,Under-five mortality rate,65.29718573
United Republic of Tanzania,2011.5,Under-five mortality rate,61.78950519
United Republic of Tanzania,2012.5,Under-five mortality rate,59.0524387
United Republic of Tanzania,2013.5,Under-five mortality rate,56.26080525
United Republic of Tanzania,2014.5,Under-five mortality rate,53.52682719
United Republic of Tanzania,2015.5,Under-five mortality rate,51.5629662
United Republic of Tanzania,2016.5,Under-five mortality rate,49.23501116
United Republic of Tanzania,2017.5,Under-five mortality rate,47.04156737
United Republic of Tanzania,2018.5,Under-five mortality rate,44.87304104
United Republic of Tanzania,2019.5,Under-five mortality rate,42.93106802
United Republic of Tanzania,2020.5,Under-five mortality rate,41.03913888
United Republic of Tanzania,2021.5,Under-five mortality rate,39.06338686
United Republic of Tanzania,2022.5,Under-five mortality rate,37.35781939
United Republic of Tanzania,2004.5,Under-five mortality rate,97.360401
United Republic of Tanzania,2001.5,Under-five mortality rate,81.581787
United Republic of Tanzania,2019.5,Under-five mortality rate,48.86007083
United Republic of Tanzania,2012.5,Under-five mortality rate,68.428334
United Republic of Tanzania,2013.5,Under-five mortality rate,112.856144
United Republic of Tanzania,2006.5,Under-five mortality rate,78.284243
United Republic of Tanzania,2000.5,Under-five mortality rate,108.0901457
United Republic of Tanzania,2001.5,Under-five mortality rate,102.0671458
United Republic of Tanzania,2002.5,Under-five mortality rate,96.50041055
United Republic of Tanzania,2003.5,Under-five mortality rate,91.18563393
United Republic of Tanzania,2004.5,Under-five mortality rate,86.40037205
United Republic of Tanzania,2005.5,Under-five mortality rate,81.63371775
United Republic of Tanzania,2006.5,Under-five mortality rate,77.39794913
United Republic of Tanzania,2007.5,Under-five mortality rate,73.12155228
United Republic of Tanzania,2008.5,Under-five mortality rate,69.51834418
United Republic of Tanzania,2009.5,Under-five mortality rate,65.76220503
United Republic of Tanzania,2010.5,Under-five mortality rate,62.63873882
United Republic of Tanzania,2011.5,Under-five mortality rate,59.72525638
United Republic of Tanzania,2012.5,Under-five mortality rate,57.40409832
United Republic of Tanzania,2013.5,Under-five mortality rate,55.17083432
United Republic of Tanzania,2014.5,Under-five mortality rate,52.7016859
United Republic of Tanzania,2015.5,Under-five mortality rate,50.96350405
United Republic of Tanzania,2016.5,Under-five mortality rate,48.84967559
United Republic of Tanzania,2017.5,Under-five mortality rate,46.81580927
United Republic of Tanzania,2018.5,Under-five mortality rate,44.80944538
United Republic of Tanzania,2019.5,Under-five mortality rate,42.98083262
United Republic of Tanzania,2020.5,Under-five mortality rate,41.09959491
United Republic of Tanzania,2021.5,Under-five mortality rate,39.05734096
United Republic of Tanzania,2022.5,Under-five mortality rate,37.36621073
United Republic of Tanzania,2002.2,Under-five mortality rate,172.5359
United Republic of Tanzania,2012.2,Under-five mortality rate,62.54063
United Republic of Tanzania,2010.4,Under-five mortality rate,79.56481
United Republic of Tanzania,2008.2,Under-five mortality rate,43.50609
United Republic of Tanzania,2001,Under-five mortality rate,123.2
United Republic of Tanzania,2003,Under-five mortality rate,112.6
United Republic of Tanzania,2005,Under-five mortality rate,90.4
United Republic of Tanzania,2006.5,Under-five mortality rate,89.8
United Republic of Tanzania,2001.2,Under-five mortality rate,117
United Republic of Tanzania,2003.7,Under-five mortality rate,118
United Republic of Tanzania,2005.7,Under-five mortality rate,118
United Republic of Tanzania,2001,Under-five mortality rate,129.0303122
United Republic of Tanzania,2003,Under-five mortality rate,116.586171
United Republic of Tanzania,2005,Under-five mortality rate,92.29154572
United Republic of Tanzania,2006.5,Under-five mortality rate,90.72610572
United Republic of Tanzania,2007.5,Under-five mortality rate,64.46138
United Republic of Tanzania,2000.5,Under-five mortality rate,133.3
United Republic of Tanzania,2001.5,Under-five mortality rate,114
United Republic of Tanzania,2002.5,Under-five mortality rate,102.6
United Republic of Tanzania,2003.5,Under-five mortality rate,97.9
United Republic of Tanzania,2000.6,Under-five mortality rate,131
United Republic of Tanzania,2002.7,Under-five mortality rate,141
United Republic of Tanzania,2000.5,Under-five mortality rate,137.5655833
United Republic of Tanzania,2001.5,Under-five mortality rate,117.0284241
United Republic of Tanzania,2002.5,Under-five mortality rate,104.6915773
United Republic of Tanzania,2003.5,Under-five mortality rate,99.23026372
United Republic of Tanzania,2001.4,Under-five mortality rate,119.609
United Republic of Tanzania,2003.9,Under-five mortality rate,110.2817
United Republic of Tanzania,2006.1,Under-five mortality rate,100.9601
United Republic of Tanzania,2008.2,Under-five mortality rate,89.59117
United Republic of Tanzania,2009.9,Under-five mortality rate,81.60308
United Republic of Tanzania,2002.5,Under-five mortality rate,103.2741173
United Republic of Tanzania,2005.5,Under-five mortality rate,77.53414219
United Republic of Tanzania,2008.5,Under-five mortality rate,64.51240946
United Republic of Tanzania,2011.5,Under-five mortality rate,56.02843395
United Republic of Tanzania,2014.5,Under-five mortality rate,51.01043765
United Republic of Tanzania,2017.5,Under-five mortality rate,47.83433162
United Republic of Tanzania,2020.5,Under-five mortality rate,39.4259647
United Republic of Tanzania,2002.5,Under-five mortality rate,109.9174032
United Republic of Tanzania,2005.5,Under-five mortality rate,80.99822427
United Republic of Tanzania,2008.5,Under-five mortality rate,65.91116445
United Republic of Tanzania,2011.5,Under-five mortality rate,56.51248633
United Republic of Tanzania,2014.5,Under-five mortality rate,51.22464963
United Republic of Tanzania,2017.5,Under-five mortality rate,47.94788937
United Republic of Tanzania,2020.5,Under-five mortality rate,39.4627
United Republic of Tanzania,2002,Under-five mortality rate,120.5977158
United Republic of Tanzania,2004.4,Under-five mortality rate,109.7304679
United Republic of Tanzania,2006.5,Under-five mortality rate,92.7211572
United Republic of Tanzania,2008.4,Under-five mortality rate,106.7484089
United Republic of Tanzania,2010,Under-five mortality rate,107.3985031
United Republic of Tanzania,2000.2,Under-five mortality rate,158
United Republic of Tanzania,2002.5,Under-five mortality rate,112.67
United Republic of Tanzania,2005.5,Under-five mortality rate,94.35
United Republic of Tanzania,2008.5,Under-five mortality rate,91.09
United Republic of Tanzania,2011.5,Under-five mortality rate,72.69
United Republic of Tanzania,2014,Under-five mortality rate,65.99
United Republic of Tanzania,2003.3,Under-five mortality rate,113.3157
United Republic of Tanzania,2006.2,Under-five mortality rate,116.8745
United Republic of Tanzania,2008.8,Under-five mortality rate,102.7193
United Republic of Tanzania,2011.2,Under-five mortality rate,95.19774
United Republic of Tanzania,2013.4,Under-five mortality rate,69.55544
United Republic of Tanzania,2015.3,Under-five mortality rate,66.27919
United Republic of Tanzania,2002.5,Under-five mortality rate,119.2303349
United Republic of Tanzania,2005.5,Under-five mortality rate,97.92644407
United Republic of Tanzania,2008.5,Under-five mortality rate,92.56612333
United Republic of Tanzania,2011.5,Under-five mortality rate,73.04899701
United Republic of Tanzania,2014,Under-five mortality rate,66.08066214
United Republic of Tanzania,2000,Under-five mortality rate,140.8453659
United Republic of Tanzania,2002,Under-five mortality rate,115.6576358
United Republic of Tanzania,2004,Under-five mortality rate,102.184631
United Republic of Tanzania,2006,Under-five mortality rate,74.9055421
United Republic of Tanzania,2008,Under-five mortality rate,80.94240249
United Republic of Tanzania,2000,Under-five mortality rate,133
United Republic of Tanzania,2002,Under-five mortality rate,110.1
United Republic of Tanzania,2004,Under-five mortality rate,98.5
United Republic of Tanzania,2006,Under-five mortality rate,73.3
United Republic of Tanzania,2008,Under-five mortality rate,80.2
United Republic of Tanzania,2000.5,Under-five mortality rate,128.3944934
United Republic of Tanzania,2001.5,Under-five mortality rate,120.6187782
United Republic of Tanzania,2002.5,Under-five mortality rate,112.7779276
United Republic of Tanzania,2003.5,Under-five mortality rate,105.296045
United Republic of Tanzania,2004.5,Under-five mortality rate,98.55234148
United Republic of Tanzania,2005.5,Under-five mortality rate,92.36928613
United Republic of Tanzania,2006.5,Under-five mortality rate,86.90343783
United Republic of Tanzania,2007.5,Under-five mortality rate,81.55532929
United Republic of Tanzania,2008.5,Under-five mortality rate,77.03928919
United Republic of Tanzania,2009.5,Under-five mortality rate,72.44762263
United Republic of Tanzania,2010.5,Under-five mortality rate,68.61578835
United Republic of Tanzania,2011.5,Under-five mortality rate,65.00259439
United Republic of Tanzania,2012.5,Under-five mortality rate,62.13810007
United Republic of Tanzania,2013.5,Under-five mortality rate,59.45129096
United Republic of Tanzania,2014.5,Under-five mortality rate,56.70904945
United Republic of Tanzania,2015.5,Under-five mortality rate,54.78334705
United Republic of Tanzania,2016.5,Under-five mortality rate,52.4520562
United Republic of Tanzania,2017.5,Under-five mortality rate,50.23612847
United Republic of Tanzania,2018.5,Under-five mortality rate,48.00203219
United Republic of Tanzania,2019.5,Under-five mortality rate,45.99634871
United Republic of Tanzania,2020.5,Under-five mortality rate,44.16384394
United Republic of Tanzania,2021.5,Under-five mortality rate,42.16763141
United Republic of Tanzania,2022.5,Under-five mortality rate,40.4821644
Uganda,2003.5,Neonatal mortality rate,32.92906
Uganda,2008.5,Neonatal mortality rate,27.88957
Uganda,2001.5,Neonatal mortality rate,35.07
Uganda,2006.5,Neonatal mortality rate,28.37
Uganda,2003.5,Neonatal mortality rate,25.67109
Uganda,2008.5,Neonatal mortality rate,27.54316
Uganda,2013.5,Neonatal mortality rate,24.95614
Uganda,2003.5,Neonatal mortality rate,28.3319
Uganda,2000.5,Neonatal mortality rate,32.39358596
Uganda,2001.5,Neonatal mortality rate,31.50222029
Uganda,2002.5,Neonatal mortality rate,30.55738454
Uganda,2003.5,Neonatal mortality rate,29.61822955
Uganda,2004.5,Neonatal mortality rate,28.80747857
Uganda,2005.5,Neonatal mortality rate,28.07023379
Uganda,2006.5,Neonatal mortality rate,27.46677875
Uganda,2007.5,Neonatal mortality rate,26.87096457
Uganda,2008.5,Neonatal mortality rate,26.27799351
Uganda,2009.5,Neonatal mortality rate,25.68944858
Uganda,2010.5,Neonatal mortality rate,25.13826237
Uganda,2011.5,Neonatal mortality rate,24.59269719
Uganda,2012.5,Neonatal mortality rate,23.99749934
Uganda,2013.5,Neonatal mortality rate,23.35416431
Uganda,2014.5,Neonatal mortality rate,22.69861618
Uganda,2015.5,Neonatal mortality rate,22.01386814
Uganda,2016.5,Neonatal mortality rate,21.35725005
Uganda,2017.5,Neonatal mortality rate,20.71943907
Uganda,2018.5,Neonatal mortality rate,20.16066922
Uganda,2019.5,Neonatal mortality rate,19.65235824
Uganda,2020.5,Neonatal mortality rate,19.16310169
Uganda,2021.5,Neonatal mortality rate,18.74450034
Uganda,2022.5,Neonatal mortality rate,18.35142776
Uganda,2003.5,Under-five mortality rate,117.17
Uganda,2008.5,Under-five mortality rate,78.65
Uganda,2004,Under-five mortality rate,93.96515
Uganda,2006.9,Under-five mortality rate,100.2282
Uganda,2009.8,Under-five mortality rate,75.22904
Uganda,2012.4,Under-five mortality rate,66.86612
Uganda,2014.8,Under-five mortality rate,61.64825
Uganda,2016.8,Under-five mortality rate,69.93438
Uganda,2000.6,Under-five mortality rate,145.5814
Uganda,2003.5,Under-five mortality rate,115.7231
Uganda,2006.2,Under-five mortality rate,109.8995
Uganda,2008.6,Under-five mortality rate,112.3224
Uganda,2010.9,Under-five mortality rate,92.53723
Uganda,2012.7,Under-five mortality rate,70.66654
Uganda,2002.5,Under-five mortality rate,112.07
Uganda,2007.5,Under-five mortality rate,82.38
Uganda,2000.1,Under-five mortality rate,114.4061
Uganda,2001.4,Under-five mortality rate,114.6221
Uganda,2004.3,Under-five mortality rate,101.4111
Uganda,2007.1,Under-five mortality rate,88.31917
Uganda,2009.7,Under-five mortality rate,77.6356
Uganda,2011.9,Under-five mortality rate,72.87992
Uganda,2003.5,Under-five mortality rate,111.6072
Uganda,2008.5,Under-five mortality rate,78.76057
Uganda,2013.5,Under-five mortality rate,55.1934
Uganda,2003.5,Under-five mortality rate,112.3782
Uganda,2000.5,Under-five mortality rate,134.0778701
Uganda,2001.5,Under-five mortality rate,127.6114601
Uganda,2002.5,Under-five mortality rate,120.3414267
Uganda,2003.5,Under-five mortality rate,112.7098706
Uganda,2004.5,Under-five mortality rate,105.1281669
Uganda,2005.5,Under-five mortality rate,97.72644301
Uganda,2006.5,Under-five mortality rate,90.94488945
Uganda,2007.5,Under-five mortality rate,84.72914586
Uganda,2008.5,Under-five mortality rate,78.98364945
Uganda,2009.5,Under-five mortality rate,73.95159345
Uganda,2010.5,Under-five mortality rate,69.04341897
Uganda,2011.5,Under-five mortality rate,64.21455709
Uganda,2012.5,Under-five mortality rate,60.18644604
Uganda,2013.5,Under-five mortality rate,56.18418985
Uganda,2014.5,Under-five mortality rate,53.18063193
Uganda,2015.5,Under-five mortality rate,50.11162914
Uganda,2016.5,Under-five mortality rate,47.02468233
Uganda,2017.5,Under-five mortality rate,44.61241591
Uganda,2018.5,Under-five mortality rate,42.41463735
Uganda,2019.5,Under-five mortality rate,40.46287411
Uganda,2020.5,Under-five mortality rate,38.79150415
Uganda,2021.5,Under-five mortality rate,37.21382647
Uganda,2022.5,Under-five mortality rate,36.0421323
Uganda,2003.5,Under-five mortality rate,132.53
Uganda,2008.5,Under-five mortality rate,102.23
Uganda,2004,Under-five mortality rate,104.0178
Uganda,2006.9,Under-five mortality rate,103.4342
Uganda,2009.8,Under-five mortality rate,96.90377
Uganda,2012.4,Under-five mortality rate,86.74065
Uganda,2014.8,Under-five mortality rate,74.94586
Uganda,2016.8,Under-five mortality rate,74.66025
Uganda,2000.6,Under-five mortality rate,141.8758
Uganda,2003.5,Under-five mortality rate,129.9331
Uganda,2006.2,Under-five mortality rate,136.4017
Uganda,2008.6,Under-five mortality rate,118.2287
Uganda,2010.9,Under-five mortality rate,101.6075
Uganda,2012.7,Under-five mortality rate,91.74114
Uganda,2002.5,Under-five mortality rate,123.47
Uganda,2007.5,Under-five mortality rate,89.94
Uganda,2000.1,Under-five mortality rate,126.9383
Uganda,2001.4,Under-five mortality rate,121.9855
Uganda,2004.3,Under-five mortality rate,109.1707
Uganda,2007.1,Under-five mortality rate,96.77563
Uganda,2009.7,Under-five mortality rate,84.13644
Uganda,2011.9,Under-five mortality rate,79.58661
Uganda,2003.5,Under-five mortality rate,128.8632
Uganda,2008.5,Under-five mortality rate,95.0162
Uganda,2013.5,Under-five mortality rate,69.98002
Uganda,2003.5,Under-five mortality rate,143.3753
Uganda,2000.5,Under-five mortality rate,156.6212351
Uganda,2001.5,Under-five mortality rate,149.4536316
Uganda,2002.5,Under-five mortality rate,141.4252028
